315.8,211.87,-210.351
171.533,-212.169,-28.2714
95.3067,-261.552,-388.219
-299.139,-385.811,459.643
-174.411,-79.9742,336.16
-111.899,-468.985,-438.011
-29.2682,72.9931,-388.41
214.323,-246.486,74.6989
467.872,-449.413,424.055
-117.175,178.14,-6.92604
-329.219,225.055,327.833
-185.603,206.154,-198.729
364.462,-164.531,-384.464
-95.792,320.366,17.3133
-364.117,-170.416,179.831
1.000,2.000,3.000
179.143,16.0177,-322.877
169.241,-264.656,251.554
183.829,-368.732,191.302
-389.962,34.5534,-96.7686
-253.515,-302.662,234.029
233.049,-18.6374,348.155
-66.2091,184.253,209.795
387.446,-325.262,-311.246
467.906,-121.027,245.364
293.407,331.574,141.608
-143.04,-370.441,-494.311
483.289,461.628,-13.9569
-144.958,87.4928,215.874
-219.276,223.03,416.471
274.154,-38.2246,-357.359
493.65,483.611,-189.841
309.902,214.877,249.119
137.583,454.99,482.26
190.666,-294.57,-185.784
213.336,250.634,215.066
-494.731,-391.718,-464.097
133.162,331.371,-412.039
-226.946,473.339,80.6917
-386.038,69.7676,-340.884
-90.7798,-417.895,-249.245
234.599,-37.631,-357.407
-287.761,-325.576,-277.765
-455.835,69.9606,94.5423
-204.734,-158.202,383.504
-25.4368,470.812,205.046
-117.305,334.729,447.068
-176.063,110.238,238.801
-56.8843,-238.936,-71.4409
-285.518,52.7313,236.111
-69.7606,-299.157,22.8969
318.322,-198.961,-28.8277
55.1549,-137.853,-352.656
113.231,-37.6318,-76.2513
-331.388,-59.5398,-209.619
-388.844,-248.534,-231.199
-170.266,-368.29,-317.776
472.589,-158.213,-4.73664
-242.244,91.6689,-484.768
374.832,-139.694,238.407
21.9567,-295.227,169.946
-14.4932,-104.701,354.139
142.531,-39.2949,296.541
-59.8658,-127.348,209.885
-405.372,198.156,-50.3034
-440.182,-225.558,-186.982
-320.423,-3.65581,119.379
484.171,362.169,472.296
22.7445,-158.208,33.9618
-305.084,137.43,-36.9939
-59.4044,145.465,-495.108
415.176,140.064,-153.477
-48.2322,199.255,229.971
-96.0927,82.1173,160.877
215.291,-89.7163,-390.4
42.2895,-60.0527,19.7821
257.949,31.5218,-58.1351
1.000,2.000,5.000
78.2714,-453.638,369.372
313.441,-294.622,-119.883
-299.183,-463.703,-79.1249
-50.5165,284.818,256.388
423.192,429.339,-134.163
167.991,-187.251,-416.881
-432.5,-167.236,-300.568
198.497,-166.972,-479.984
-331.571,-138.164,225.372
2.90628,130.675,428.884
55.6802,163.974,-446.822
488.062,-441.355,-244.909
-168.748,-495.885,-45.5019
-449.124,-173.01,7.43155
-325.644,140.007,-22.8897
-322.571,426.199,-489.662
46.9913,273.71,296.772
-43.2672,-153.782,-2.16808
-89.7271,324.4,-407.411
384.6,-11.3366,223.502
-394.417,-399.903,-119.899
-443.402,-90.0017,441.558
83.1829,-240.149,440.49
308.563,140,-477.538
#####
-388.653,-246.104,281.478
-339.848,10.1732,1.17916
130.576,-188.464,-151.166
120.293,-206.072,498.966
87.2991,-484.881,-410.383
-480.625,495.58,-399.301
-351.14,-305.22,-89.2436
385.33,136.743,46.7847
459.456,90.1796,285.085
-123.945,482.408,259.253
-291.651,423.895,260.582
277.869,24.9833,-102.008
266.542,-236.852,321.979
-4.000,6.000,1.500
194.502,-268.651,-152.302
311.837,-152.015,-258.797
214.735,-346.898,200.02
-326.596,-387.058,49.4387
-210.158,336.939,-345.07
-251.194,-169.51,99.9116
-470.782,-180.874,-241.969
-440.435,221.853,-491.458
-268.944,87.5584,-479.021
-242.686,-48.4328,32.3725
197.05,116.927,-455.544
-155.105,312.012,218.27
320.528,325.714,52.4568
397.75,233.559,430.013
-110.063,472.576,179.896
-261.185,236.967,119.331
399.895,-463.159,-368.812
93.4868,203.306,-217.356
496.955,198.377,447.019
-263.969,264.215,-261.338
-371.101,-106.395,-95.3212
-3.500,6.000,0.000
-59.7488,-202.646,-132.678
200.968,-204.532,-19.3152
-397.014,-333.691,-33.0195
325.386,-436.751,62.8152
383.79,386.381,145.084
478.638,269.796,265.444
224.304,-163.888,460.996
-113.413,-429.193,-109.657
-78.8538,-170.242,466.72
-398.271,-189.13,331.34
-427.171,151.865,493.104
266.978,380.285,49.81
-364.686,432.659,450.985
453.146,-450.015,467.639
-342.265,-478.845,-194.034
-340.789,235.556,-4.80594
41.0488,-138.264,-428.795
369.938,-5.85345,-344.917
-68.6762,-337.4,-489.522
390.035,6.69977,-65.8798
-452.007,432.898,-290.105
103.472,108.793,-264.116
73.2876,-233.499,-148.998
-362.256,-484.03,-71.2706
61.3648,-0.387337,-66.4086
-450.409,358.292,167.941
-83.4971,-278.578,435.749
-355.966,-347.441,160.253
-198.755,388.904,-93.7318
34.1193,14.1363,-448.311
41.2302,-65.1779,135.991
476.36,-336.798,493.138
-81.0938,52.8045,210.985
-43.265,127.689,-106.052
449.673,-377.372,-391.587
59.0578,440.42,-76.5948
-443.887,-246.653,108.668
-304.971,-332.61,243.112
-356.741,224.696,99.769
162.399,-423.031,-345.946
-308.888,461.291,-129.141
466.462,-433.159,-394.966
314.174,-96.3652,-13.7801
-452.881,8.36984,371.331
396.329,168.786,-284.023
-429.267,-82.4362,-187.459
272.274,-88.9586,60.0656
258.443,-378.386,-410.754
415.864,-395.323,-431.375
-440.151,342.128,42.4608
61.4494,230.314,-36.5843
-216.437,-235.576,-26.7723
-65.6176,476.496,322.184
-372.284,-174.459,-321.502
94.9953,-371.274,-54.6322
-300.343,-498.31,230.3
-281.089,-343.976,-232.717
357.323,265.738,-374.039
-139.325,-338.858,-73.0923
-498.084,314.713,73.2471
-255.646,63.767,145.778
-51.9569,238.673,269.094
324.531,-116.739,383.991
407.305,169.467,-232.546
-63.3107,-479.514,496.835
-497.786,137.012,370.689
#####
192.6,-40.091,51.5328
-407.634,-192.804,-263.336
-196.732,89.6784,136.774
-381.182,-5.44922,347.459
-235.159,373.884,-183.397
-94.7148,-417.363,-399.615
97.8192,-79.5797,-217.405
24.1638,-187.593,-469.445
-32.2993,273.914,481.331
-316.487,-481.696,-384.836
-52.1251,-398.936,-0.292449
257.144,228.323,452.731
-247.567,353.216,-323.858
160.139,122.73,304.265
-463.85,-209.93,-497.002
-343.652,447.148,-79.6243
-115.963,-162.276,-105.154
144.303,171.955,-47.5262
50.000,34.000,62.000
58.2771,48.5888,-60.3128
326.703,-119.242,-380.369
-100.331,-26.4722,-244.912
-265.848,82.4455,-424.458
474.662,331.42,14.7069
-224.997,356.333,230.667
53.3996,220.48,72.9648
-467.511,-360.09,48.3729
-452.745,-39.8559,277.813
-347.65,11.8829,-378.897
262.936,-156.677,234.111
-218.403,392.303,-305.79
-58.867,-440.243,201.511
268.261,-305.297,146.183
197.32,-13.9043,257.422
52.000,23.000,60.000
296.698,-337.336,274.165
-304.201,117.02,300.346
-450.981,399.115,463.329
438.199,386.206,-222.949
287.075,164.861,-203.497
90.6777,41.5967,-39.8106
399.125,310.653,-137.716
447.061,195.866,138.703
-301.444,60.5344,449.68
333.938,266.816,-221.252
453.097,-445.486,-202.109
387.783,-192.716,-168.55
-399.7,339.403,484.7
-6.76499,-300.568,-213.321
172.832,388.078,397.286
-240.613,-216.833,350.332
-43.7452,-376.369,-204.791
174.65,-315.677,163.505
-64.9859,-250.812,143.438
201.888,171.702,461.227
442.538,-234.2,317.027
304.649,130.569,-211.837
-315.118,-403.323,147.479
-198.932,430.967,333.734
244.889,-1.84381,-435.576
-69.7335,11.5807,-381.161
-266.319,8.35554,240.47
-373.272,-410.949,-182.883
-44.0223,199.027,206.743
-231.563,-477.163,-464.522
-471.235,-291.83,187.272
-473.712,145.094,-246.579
67.0265,253.746,-54.3313
-393.113,58.6754,-334.209
-181.844,62.6265,88.1944
225.074,-87.8491,385.581
296.125,76.7347,293.969
-449.529,86.6598,-189.635
86.8046,-351.249,-361.891
-19.0362,-272.864,96.266
-237.265,-131.196,236.227
-365.561,274.177,-297.56
406.342,-241.053,-193.959
221.894,-274.867,236.973
143.767,257.038,440.079
-497.901,7.42036,-126.391
446.538,139.536,-10.7993
233.453,90.2482,-444.248
-184.335,370.942,272.503
192.122,52.3556,27.1778
-116.912,-407.87,-136.709
-203.885,380.922,112.89
434.549,57.1258,442.73
-150.282,6.91544,-391.604
-312.608,-371.628,472.594
-359.316,-353.814,-467.702
480.229,119.859,298.57
-74.7084,-264.989,-223.362
397.402,-186.095,-141.913
359.399,414.25,-366.774
-400.86,26.0798,163.875
-470.765,-318.499,-388.511
446.353,292.735,384.083
361.986,-102.075,294.206
-404.334,284.658,350.391
-229.448,25.9213,-269.147
287.166,49.1893,285.178
#####
477.054,121.659,462.951
165.7,-268.954,-113.556
44.4842,-155.412,392.859
374.502,418.206,-19.3168
-414.72,-496.041,191.992
112.16,-0.754997,-69.3481
-368.818,227.522,-74.9385
-186.023,121.938,198.743
-495.113,-411.873,205.832
-159.936,-93.3262,-75.4311
-412.969,486.246,-99.5548
-328.245,242.752,18.8603
155.582,-2.5267,160.406
143.454,-37.0265,-232.29
230.334,-193.538,-33.604
416.906,360.635,79.4826
195.528,-381.325,219.917
342.524,241.087,116.438
-183.832,108.469,94.2449
37.7813,-216.083,241.889
-253.914,-171.46,-216.079
5.87518,-49.5859,353.033
-275.293,-251.871,-141.967
116.552,477.134,-499.37
-173.944,-316.354,205.468
-498.458,-23.6914,16.845
396.161,407.114,436.182
-481.105,235.829,-436.279
-342.856,-323.484,-444.806
153.984,279.538,-130.494
-368.999,122.28,179.547
-236.521,-85.8013,-171.947
-484.969,416.47,-312.277
131.628,480.694,-283.471
384.53,-230.203,74.9887
168.794,39.0879,-391.763
-164.738,216.229,-499.599
139.758,-275.426,186.247
145.125,-411.126,-72.3457
112.19,146.79,-234.68
183.434,195.969,-7.33386
112.068,236.568,-405.247
-363.936,57.6684,-227.307
-302.212,411.049,-325.079
-391.093,454.017,-447.349
370.262,-280.975,377.457
93.3532,401.809,-278.139
-275.377,338.279,414.242
-49.4002,-429.358,-271.883
-80.037,-323.798,165.91
-429.016,-418.269,25.5568
-341.278,355.053,-34.9498
-393.086,-2.08388,46.9738
-393.346,-83.1756,-12.7545
419.336,14.2341,-203.68
-129.744,-164.661,-297.383
404.756,246.789,237.031
-229.062,-80.9849,-90.6935
